"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2016-4-12","39.03","39.03","39.03","39.03","","3.45%"
"2016-4-11","37.73","37.73","37.73","37.73","","1.59%"
"2016-4-8","37.14","37.14","37.14","37.14","","4.94%"
"2016-4-7","35.39","35.39","35.39","35.39","","-0.95%"
"2016-4-6","35.73","35.73","35.73","35.73","","4.63%"
"2016-4-5","34.15","34.15","34.15","34.15","","0.29%"
"2016-4-4","34.05","34.05","34.05","34.05","","-1.99%"
"2016-4-1","34.74","34.74","34.74","34.74","","-1.14%"
"2016-3-31","35.14","35.14","35.14","35.14","","-0.11%"
"2016-3-30","35.18","35.18","35.18","35.18","","0.20%"
"2016-3-29","35.11","35.11","35.11","35.11","","-0.31%"
"2016-3-28","35.22","35.22","35.22","35.22","","-0.03%"
"2016-3-24","35.23","35.23","35.23","35.23","","-0.23%"
"2016-3-23","35.31","35.31","35.31","35.31","","-1.29%"
"2016-3-22","35.77","35.77","35.77","35.77","","0.25%"
"2016-3-21","35.68","35.68","35.68","35.68","","0.34%"
"2016-3-18","35.56","35.56","35.56","35.56","","-0.14%"
"2016-3-17","35.61","35.61","35.61","35.61","","1.66%"
"2016-3-16","35.03","35.03","35.03","35.03","","2.52%"
"2016-3-15","34.17","34.17","34.17","34.17","","-0.99%"
"2016-3-14","34.51","34.51","34.51","34.51","","-1.37%"
"2016-3-11","34.99","34.99","34.99","34.99","","1.13%"
"2016-3-10","34.60","34.60","34.60","34.60","","-1.87%"
"2016-3-9","35.26","35.26","35.26","35.26","","2.59%"
"2016-3-8","34.37","34.37","34.37","34.37","","-2.83%"
"2016-3-7","35.37","35.37","35.37","35.37","","5.11%"
"2016-3-4","33.65","33.65","33.65","33.65","","4.18%"
"2016-3-3","32.30","32.30","32.30","32.30","","0.62%"
"2016-3-2","32.10","32.10","32.10","32.10","","-0.22%"
"2016-3-1","32.17","32.17","32.17","32.17","","9.80%"
"2016-2-29","29.30","29.30","29.30","29.30","","-0.20%"
"2016-2-26","29.36","29.36","29.36","29.36","","0.34%"
"2016-2-25","29.26","29.26","29.26","29.26","","-0.31%"
"2016-2-24","29.35","29.35","29.35","29.35","","0.17%"
"2016-2-23","29.30","29.30","29.30","29.30","","-0.88%"
"2016-2-22","29.56","29.56","29.56","29.56","","1.30%"
"2016-2-19","29.18","29.18","29.18","29.18","","-1.25%"
"2016-2-18","29.55","29.55","29.55","29.55","","-0.07%"
"2016-2-17","29.57","29.57","29.57","29.57","","3.72%"
"2016-2-16","28.51","28.51","28.51","28.51","","-1.49%"
"2016-2-12","28.94","28.94","28.94","28.94","","7.54%"
"2016-2-11","26.91","26.91","26.91","26.91","","-2.04%"
"2016-2-10","27.47","27.47","27.47","27.47","","-8.65%"
"2016-2-9","30.07","30.07","30.07","30.07","","0.00%"
"2016-2-8","30.07","30.07","30.07","30.07","","0.00%"
"2016-2-5","30.07","30.07","30.07","30.07","","-1.09%"
"2016-2-4","30.40","30.40","30.40","30.40","","-1.71%"
"2016-2-3","30.93","30.93","30.93","30.93","","8.60%"
"2016-2-2","28.48","28.48","28.48","28.48","","-4.91%"
"2016-2-1","29.95","29.95","29.95","29.95","","11.71%"
"2016-1-29","26.81","26.81","26.81","26.81","","0.07%"
"2016-1-28","26.79","26.79","26.79","26.79","","0.30%"
"2016-1-27","26.71","26.71","26.71","26.71","","0.41%"
"2016-1-26","26.60","26.60","26.60","26.60","","0.83%"
"2016-1-25","26.38","26.38","26.38","26.38","","-1.27%"
"2016-1-22","26.72","26.72","26.72","26.72","","2.69%"
"2016-1-21","26.02","26.02","26.02","26.02","","1.76%"
"2016-1-20","25.57","25.57","25.57","25.57","","-1.96%"
"2016-1-19","26.08","26.08","26.08","26.08","","-1.02%"
"2016-1-15","26.35","26.35","26.35","26.35","","-3.30%"
"2016-1-14","27.25","27.25","27.25","27.25","","0.85%"
"2016-1-13","27.02","27.02","27.02","27.02","","-1.13%"
"2016-1-12","27.33","27.33","27.33","27.33","","-1.90%"
"2016-1-11","27.86","27.86","27.86","27.86","","-4.46%"
"2016-1-8","29.16","29.16","29.16","29.16","","0.55%"
"2016-1-7","29.00","29.00","29.00","29.00","","0.03%"
"2016-1-6","28.99","28.99","28.99","28.99","","-6.03%"
"2016-1-5","30.85","30.85","30.85","30.85","","-3.89%"
"2016-1-4","32.10","32.10","32.10","32.10","","-7.20%"
"2015-12-31","34.59","34.59","34.59","34.59","","0.06%"
"2015-12-30","34.57","34.57","34.57","34.57","","-0.26%"
"2015-12-29","34.66","34.66","34.66","34.66","","0.23%"
"2015-12-28","34.58","34.58","34.58","34.58","","-0.43%"
"2015-12-24","34.73","34.73","34.73","34.73","","0.35%"
"2015-12-23","34.61","34.61","34.61","34.61","","0.67%"
"2015-12-22","34.38","34.38","34.38","34.38","","0.17%"
"2015-12-21","34.32","34.32","34.32","34.32","","-0.78%"
"2015-12-18","34.59","34.59","34.59","34.59","","-0.17%"
"2015-12-17","34.65","34.65","34.65","34.65","","-0.52%"
"2015-12-16","34.83","34.83","34.83","34.83","","-1.42%"
"2015-12-15","35.33","35.33","35.33","35.33","","0.00%"
"2015-12-14","35.33","35.33","35.33","35.33","","-0.28%"
"2015-12-11","35.43","35.43","35.43","35.43","","-2.18%"
"2015-12-10","36.22","36.22","36.22","36.22","","0.03%"
"2015-12-9","36.21","36.21","36.21","36.21","","-0.28%"
"2015-12-8","36.31","36.31","36.31","36.31","","-1.01%"
"2015-12-7","36.68","36.68","36.68","36.68","","-5.78%"
"2015-12-4","38.93","38.93","38.93","38.93","","-2.26%"
"2015-12-3","39.83","39.83","39.83","39.83","","3.24%"
"2015-12-2","38.58","38.58","38.58","38.58","","-4.67%"
"2015-12-1","40.47","40.47","40.47","40.47","","-2.93%"
"2015-11-30","41.69","41.69","41.69","41.69","","-0.02%"
"2015-11-27","41.70","41.70","41.70","41.70","","-0.55%"
"2015-11-25","41.93","41.93","41.93","41.93","","-0.02%"
"2015-11-24","41.94","41.94","41.94","41.94","","0.55%"
"2015-11-23","41.71","41.71","41.71","41.71","","-0.17%"
"2015-11-20","41.78","41.78","41.78","41.78","","0.31%"
"2015-11-19","41.65","41.65","41.65","41.65","","0.24%"
"2015-11-18","41.55","41.55","41.55","41.55","","0.61%"
"2015-11-17","41.30","41.30","41.30","41.30","","-1.01%"
"2015-11-16","41.72","41.72","41.72","41.72","","-0.93%"
"2015-11-13","42.11","42.11","42.11","42.11","","-1.03%"
"2015-11-12","42.55","42.55","42.55","42.55","","-1.78%"
"2015-11-11","43.32","43.32","43.32","43.32","","-2.28%"
"2015-11-10","44.33","44.33","44.33","44.33","","0.38%"
"2015-11-9","44.16","44.16","44.16","44.16","","-0.54%"
"2015-11-6","44.40","44.40","44.40","44.40","","-0.67%"
"2015-11-5","44.70","44.70","44.70","44.70","","-1.28%"
"2015-11-4","45.28","45.28","45.28","45.28","","-3.70%"
"2015-11-3","47.02","47.02","47.02","47.02","","3.34%"
"2015-11-2","45.50","45.50","45.50","45.50","","-0.74%"
"2015-10-30","45.84","45.84","45.84","45.84","","-0.17%"
"2015-10-29","45.92","45.92","45.92","45.92","","-0.09%"
"2015-10-28","45.96","45.96","45.96","45.96","","0.57%"
"2015-10-27","45.70","45.70","45.70","45.70","","-0.20%"
"2015-10-26","45.79","45.79","45.79","45.79","","-0.24%"
"2015-10-23","45.90","45.90","45.90","45.90","","-0.07%"
"2015-10-22","45.93","45.93","45.93","45.93","","0.02%"
"2015-10-21","45.92","45.92","45.92","45.92","","-0.33%"
"2015-10-20","46.07","46.07","46.07","46.07","","-0.35%"
"2015-10-19","46.23","46.23","46.23","46.23","","-1.93%"
"2015-10-16","47.14","47.14","47.14","47.14","","0.47%"
"2015-10-15","46.92","46.92","46.92","46.92","","0.19%"
"2015-10-14","46.83","46.83","46.83","46.83","","-0.06%"
"2015-10-13","46.86","46.86","46.86","46.86","","-0.62%"
"2015-10-12","47.15","47.15","47.15","47.15","","-3.32%"
"2015-10-9","48.77","48.77","48.77","48.77","","-0.91%"
"2015-10-8","49.22","49.22","49.22","49.22","","2.41%"
"2015-10-7","48.06","48.06","48.06","48.06","","-1.29%"
"2015-10-6","48.69","48.69","48.69","48.69","","4.84%"
"2015-10-5","46.44","46.44","46.44","46.44","","2.43%"
"2015-10-2","45.34","45.34","45.34","45.34","","-0.90%"
"2015-10-1","45.75","45.75","45.75","45.75","","0.82%"
"2015-9-30","45.38","45.38","45.38","45.38","","-0.02%"
"2015-9-29","45.39","45.39","45.39","45.39","","0.11%"
"2015-9-28","45.34","45.34","45.34","45.34","","-0.31%"
"2015-9-25","45.48","45.48","45.48","45.48","","0.02%"
"2015-9-24","45.47","45.47","45.47","45.47","","0.20%"
"2015-9-23","45.38","45.38","45.38","45.38","","-0.70%"
"2015-9-22","45.70","45.70","45.70","45.70","","0.02%"
"2015-9-21","45.69","45.69","45.69","45.69","","1.22%"
"2015-9-18","45.14","45.14","45.14","45.14","","-1.18%"
"2015-9-17","45.68","45.68","45.68","45.68","","-0.46%"
"2015-9-16","45.89","45.89","45.89","45.89","","0.95%"
"2015-9-15","45.46","45.46","45.46","45.46","","-0.22%"
"2015-9-14","45.56","45.56","45.56","45.56","","-2.06%"
"2015-9-11","46.52","46.52","46.52","46.52","","-1.06%"
"2015-9-10","47.02","47.02","47.02","47.02","","2.06%"
"2015-9-9","46.07","46.07","46.07","46.07","","-2.68%"
"2015-9-8","47.34","47.34","47.34","47.34","","-0.50%"
"2015-9-4","47.58","47.58","47.58","47.58","","-2.00%"
"2015-9-3","48.55","48.55","48.55","48.55","","0.60%"
"2015-9-2","48.26","48.26","48.26","48.26","","1.41%"
"2015-9-1","47.59","47.59","47.59","47.59","","-9.71%"
"2015-8-31","52.71","52.71","52.71","52.71","","10.39%"
"2015-8-28","47.75","47.75","47.75","47.75","","0.27%"
"2015-8-27","47.62","47.62","47.62","47.62","","1.15%"
"2015-8-26","47.08","47.08","47.08","47.08","","0.06%"
"2015-8-25","47.05","47.05","47.05","47.05","","0.41%"
"2015-8-24","46.86","46.86","46.86","46.86","","-1.74%"
"2015-8-21","47.69","47.69","47.69","47.69","","-1.08%"
"2015-8-20","48.21","48.21","48.21","48.21","","-0.35%"
"2015-8-19","48.38","48.38","48.38","48.38","","-1.51%"
"2015-8-18","49.12","49.12","49.12","49.12","","-0.37%"
"2015-8-17","49.30","49.30","49.30","49.30","","-0.60%"
"2015-8-14","49.60","49.60","49.60","49.60","","-0.48%"
"2015-8-13","49.84","49.84","49.84","49.84","","-0.84%"
"2015-8-12","50.26","50.26","50.26","50.26","","1.39%"
"2015-8-11","49.57","49.57","49.57","49.57","","-2.13%"
"2015-8-10","50.65","50.65","50.65","50.65","","1.79%"
"2015-8-7","49.76","49.76","49.76","49.76","","-0.34%"
"2015-8-6","49.93","49.93","49.93","49.93","","-0.04%"
"2015-8-5","49.95","49.95","49.95","49.95","","-0.28%"
"2015-8-4","50.09","50.09","50.09","50.09","","1.15%"
"2015-8-3","49.52","49.52","49.52","49.52","","-11.84%"
"2015-7-30","56.17","56.17","56.17","56.17","","0.09%"
"2015-7-29","56.12","56.12","56.12","56.12","","0.02%"
"2015-7-28","56.11","56.11","56.11","56.11","","0.05%"
"2015-7-27","56.08","56.08","56.08","56.08","","-0.32%"
"2015-7-24","56.26","56.26","56.26","56.26","","-0.20%"
"2015-7-23","56.37","56.37","56.37","56.37","","-0.39%"
"2015-7-22","56.59","56.59","56.59","56.59","","-0.44%"
"2015-7-21","56.84","56.84","56.84","56.84","","0.25%"
"2015-7-20","56.70","56.70","56.70","56.70","","-0.46%"
"2015-7-17","56.96","56.96","56.96","56.96","","0.21%"
"2015-7-16","56.84","56.84","56.84","56.84","","-0.23%"
"2015-7-15","56.97","56.97","56.97","56.97","","-1.79%"
"2015-7-14","58.01","58.01","58.01","58.01","","0.19%"
"2015-7-13","57.90","57.90","57.90","57.90","","-0.86%"
"2015-7-10","58.40","58.40","58.40","58.40","","0.24%"
"2015-7-9","58.26","58.26","58.26","58.26","","1.80%"
"2015-7-8","57.23","57.23","57.23","57.23","","0.72%"
"2015-7-7","56.82","56.82","56.82","56.82","","0.83%"
"2015-7-6","56.35","56.35","56.35","56.35","","-7.85%"
"2015-7-2","61.15","61.15","61.15","61.15","","-0.15%"
"2015-7-1","61.24","61.24","61.24","61.24","","-0.89%"
"2015-6-30","61.79","61.79","61.79","61.79","","0.05%"
"2015-6-29","61.76","61.76","61.76","61.76","","-0.24%"
"2015-6-26","61.91","61.91","61.91","61.91","","0.05%"
"2015-6-25","61.88","61.88","61.88","61.88","","-0.02%"
"2015-6-24","61.89","61.89","61.89","61.89","","-0.19%"
"2015-6-23","62.01","62.01","62.01","62.01","","0.50%"
"2015-6-22","61.70","61.70","61.70","61.70","","0.24%"
"2015-6-19","61.55","61.55","61.55","61.55","","-0.87%"
"2015-6-18","62.09","62.09","62.09","62.09","","0.26%"
"2015-6-17","61.93","61.93","61.93","61.93","","0.34%"
"2015-6-16","61.72","61.72","61.72","61.72","","-0.48%"
"2015-6-15","62.02","62.02","62.02","62.02","","-0.66%"
"2015-6-12","62.43","62.43","62.43","62.43","","-1.00%"
"2015-6-11","63.06","63.06","63.06","63.06","","-0.16%"
"2015-6-10","63.16","63.16","63.16","63.16","","1.12%"
"2015-6-9","62.46","62.46","62.46","62.46","","2.38%"
"2015-6-8","61.01","61.01","61.01","61.01","","-1.04%"
"2015-6-5","61.65","61.65","61.65","61.65","","1.75%"
"2015-6-4","60.59","60.59","60.59","60.59","","-2.64%"
"2015-6-3","62.23","62.23","62.23","62.23","","-2.35%"
"2015-6-2","63.73","63.73","63.73","63.73","","1.05%"
"2015-6-1","63.07","63.07","63.07","63.07","","-0.77%"
"2015-5-29","63.56","63.56","63.56","63.56","","0.09%"
"2015-5-28","63.50","63.50","63.50","63.50","","0.19%"
"2015-5-27","63.38","63.38","63.38","63.38","","-0.19%"
"2015-5-26","63.50","63.50","63.50","63.50","","-0.30%"
"2015-5-22","63.69","63.69","63.69","63.69","","-0.61%"
"2015-5-21","64.08","64.08","64.08","64.08","","0.68%"
"2015-5-20","63.65","63.65","63.65","63.65","","0.89%"
"2015-5-19","63.09","63.09","63.09","63.09","","-1.88%"
"2015-5-18","64.30","64.30","64.30","64.30","","-0.43%"
"2015-5-15","64.58","64.58","64.58","64.58","","-0.11%"
"2015-5-14","64.65","64.65","64.65","64.65","","-0.40%"
"2015-5-13","64.91","64.91","64.91","64.91","","-0.06%"
"2015-5-12","64.95","64.95","64.95","64.95","","1.93%"
"2015-5-11","63.72","63.72","63.72","63.72","","-0.39%"
"2015-5-8","63.97","63.97","63.97","63.97","","0.11%"
"2015-5-7","63.90","63.90","63.90","63.90","","-2.65%"
"2015-5-6","65.64","65.64","65.64","65.64","","0.78%"
"2015-5-5","65.13","65.13","65.13","65.13","","1.54%"
"2015-5-4","64.14","64.14","64.14","64.14","0.01K","-0.16%"
"2015-5-1","64.24","64.24","64.24","64.24","","9.72%"
"2015-4-30","58.55","58.55","58.55","58.55","","0.07%"
"2015-4-29","58.51","58.51","58.51","58.51","","0.12%"
"2015-4-28","58.44","58.44","58.44","58.44","","-0.03%"
"2015-4-27","58.46","58.46","58.46","58.46","","0.03%"
"2015-4-24","58.44","58.44","58.44","58.44","","0.09%"
"2015-4-23","58.39","58.39","58.39","58.39","","0.76%"
"2015-4-22","57.95","57.95","57.95","57.95","","0.38%"
"2015-4-21","57.73","57.73","57.73","57.73","","-1.18%"
"2015-4-20","58.42","58.42","58.42","58.42","","-0.02%"
"2015-4-17","58.43","58.43","58.43","58.43","","-0.53%"
"2015-4-16","58.74","58.74","58.74","58.74","","-0.10%"
"2015-4-15","58.80","58.80","58.80","58.80","","3.30%"
"2015-4-14","56.92","56.92","56.92","56.92","","1.16%"
"2015-4-13","56.27","56.27","56.27","56.27","","0.50%"
"2015-4-10","55.99","55.99","55.99","55.99","","1.95%"
"2015-4-9","54.92","54.92","54.92","54.92","","1.65%"
"2015-4-8","54.03","54.03","54.03","54.03","","-5.21%"
"2015-4-7","57.00","57.00","57.00","57.00","","1.35%"
"2015-4-6","56.24","56.24","56.24","56.24","","2.57%"
"2015-4-3","54.83","54.83","54.83","54.83","","0.00%"
"2015-4-2","54.83","54.83","54.83","54.83","0.01K","-1.15%"
"2015-4-1","55.47","55.47","55.47","55.47","0.01K","1.48%"
"2015-3-31","54.66","54.66","54.66","54.66","","0.04%"
"2015-3-30","54.64","54.64","54.64","54.64","","-0.09%"
"2015-3-27","54.69","54.69","54.69","54.69","","-0.62%"
"2015-3-26","55.03","55.03","55.03","55.03","","0.82%"
"2015-3-25","54.58","54.58","54.58","54.58","","0.46%"
"2015-3-24","54.33","54.33","54.33","54.33","","-0.26%"
"2015-3-23","54.47","54.47","54.47","54.47","","0.28%"
"2015-3-20","54.32","54.32","54.32","54.32","","0.84%"
"2015-3-19","53.87","53.87","53.87","53.87","","-1.28%"
"2015-3-18","54.57","54.57","54.57","54.57","","1.83%"
"2015-3-17","53.59","53.59","53.59","53.59","","-0.65%"
"2015-3-16","53.94","53.94","53.94","53.94","","-0.77%"
"2015-3-13","54.36","54.36","54.36","54.36","","-2.12%"
"2015-3-12","55.54","55.54","55.54","55.54","","-0.66%"
"2015-3-11","55.91","55.91","55.91","55.91","","1.47%"
"2015-3-10","55.10","55.10","55.10","55.10","","-2.70%"
"2015-3-9","56.63","56.63","56.63","56.63","","-1.36%"
"2015-3-6","57.41","57.41","57.41","57.41","","-0.78%"
"2015-3-5","57.86","57.86","57.86","57.86","","-0.48%"
"2015-3-4","58.14","58.14","58.14","58.14","","-0.90%"
"2015-3-3","58.67","58.67","58.67","58.67","","2.88%"
"2015-3-2","57.03","57.03","57.03","57.03","","2.87%"
"2015-2-27","55.44","55.44","55.44","55.44","","0.20%"
"2015-2-26","55.33","55.33","55.33","55.33","","-0.23%"
"2015-2-25","55.46","55.46","55.46","55.46","","0.67%"
"2015-2-24","55.09","55.09","55.09","55.09","","-0.27%"
"2015-2-23","55.24","55.24","55.24","55.24","","-1.74%"
"2015-2-20","56.22","56.22","56.22","56.22","","0.00%"
"2015-2-19","56.22","56.22","56.22","56.22","","0.00%"
"2015-2-18","56.22","56.22","56.22","56.22","","0.05%"
"2015-2-17","56.19","56.19","56.19","56.19","","0.61%"
"2015-2-13","55.85","55.85","55.85","55.85","","1.14%"
"2015-2-12","55.22","55.22","55.22","55.22","","3.64%"
"2015-2-11","53.28","53.28","53.28","53.28","","-0.97%"
"2015-2-10","53.80","53.80","53.80","53.80","","-1.91%"
"2015-2-9","54.85","54.85","54.85","54.85","","0.68%"
"2015-2-6","54.48","54.48","54.48","54.48","","1.53%"
"2015-2-5","53.66","53.66","53.66","53.66","","-0.70%"
"2015-2-4","54.04","54.04","54.04","54.04","","2.17%"
"2015-2-3","52.89","52.89","52.89","52.89","","1.32%"
"2015-2-2","52.20","52.20","52.20","52.20","","14.55%"
"2015-1-30","45.57","45.57","45.57","45.57","","0.00%"
"2015-1-29","45.57","45.57","45.57","45.57","","0.09%"
"2015-1-28","45.53","45.53","45.53","45.53","","-0.24%"
"2015-1-27","45.64","45.64","45.64","45.64","","0.48%"
"2015-1-26","45.42","45.42","45.42","45.42","","-0.22%"
"2015-1-23","45.52","45.52","45.52","45.52","","0.26%"
"2015-1-22","45.40","45.40","45.40","45.40","","-0.31%"
"2015-1-21","45.54","45.54","45.54","45.54","","0.55%"
"2015-1-20","45.29","45.29","45.29","45.29","","-1.80%"
"2015-1-16","46.12","46.12","46.12","46.12","","1.18%"
"2015-1-15","45.58","45.58","45.58","45.58","","-1.98%"
"2015-1-14","46.50","46.50","46.50","46.50","","2.51%"
"2015-1-13","45.36","45.36","45.36","45.36","","-1.28%"
"2015-1-12","45.95","45.95","45.95","45.95","","-3.69%"
"2015-1-9","47.71","47.71","47.71","47.71","","-0.62%"
"2015-1-8","48.01","48.01","48.01","48.01","","-0.46%"
"2015-1-7","48.23","48.23","48.23","48.23","","0.10%"
"2015-1-6","48.18","48.18","48.18","48.18","","-2.63%"
"2015-1-5","49.48","49.48","49.48","49.48","","-7.86%"
"2015-1-2","53.70","53.70","53.70","53.70","","-10.66%"
"2014-12-31","60.11","60.11","60.11","60.11","","-0.07%"
"2014-12-30","60.15","60.15","60.15","60.15","","-0.15%"
"2014-12-29","60.24","60.24","60.24","60.24","","-0.28%"
"2014-12-26","60.41","60.41","60.41","60.41","","-0.02%"
"2014-12-24","60.42","60.42","60.42","60.42","","-0.41%"
"2014-12-23","60.67","60.67","60.67","60.67","","0.60%"
"2014-12-22","60.31","60.31","60.31","60.31","","-0.49%"
"2014-12-19","60.61","60.61","60.61","60.61","","0.92%"
"2014-12-18","60.06","60.06","60.06","60.06","","-1.12%"
"2014-12-17","60.74","60.74","60.74","60.74","","0.55%"
"2014-12-16","60.41","60.41","60.41","60.41","","-1.19%"
"2014-12-15","61.14","61.14","61.14","61.14","","-0.71%"
"2014-12-12","61.58","61.58","61.58","61.58","","-1.68%"
"2014-12-11","62.63","62.63","62.63","62.63","","-0.45%"
"2014-12-10","62.91","62.91","62.91","62.91","","-2.77%"
"2014-12-9","64.70","64.70","64.70","64.70","","0.72%"
"2014-12-8","64.24","64.24","64.24","64.24","","-2.96%"
"2014-12-5","66.20","66.20","66.20","66.20","","-1.12%"
"2014-12-4","66.95","66.95","66.95","66.95","","-0.18%"
"2014-12-3","67.07","67.07","67.07","67.07","","-1.43%"
"2014-12-2","68.04","68.04","68.04","68.04","","-2.92%"
"2014-12-1","70.09","70.09","70.09","70.09","","-8.18%"
"2014-11-28","76.33","76.33","76.33","76.33","","-0.38%"
"2014-11-26","76.62","76.62","76.62","76.62","","-0.14%"
"2014-11-25","76.73","76.73","76.73","76.73","","-0.29%"
"2014-11-24","76.95","76.95","76.95","76.95","","-0.10%"
"2014-11-21","77.03","77.03","77.03","77.03","","0.51%"
"2014-11-20","76.64","76.64","76.64","76.64","","0.45%"
"2014-11-19","76.30","76.30","76.30","76.30","","-0.24%"
"2014-11-18","76.48","76.48","76.48","76.48","","-0.48%"
"2014-11-17","76.85","76.85","76.85","76.85","","0.00%"
"2014-11-14","76.85","76.85","76.85","76.85","","0.93%"
"2014-11-13","76.14","76.14","76.14","76.14","","-2.67%"
"2014-11-12","78.23","78.23","78.23","78.23","","-0.77%"
"2014-11-11","78.84","78.84","78.84","78.84","","-0.71%"
"2014-11-10","79.40","79.40","79.40","79.40","","-0.99%"
"2014-11-7","80.19","80.19","80.19","80.19","","0.31%"
"2014-11-6","79.94","79.94","79.94","79.94","","-0.24%"
"2014-11-5","80.13","80.13","80.13","80.13","","-0.12%"
"2014-11-4","80.23","80.23","80.23","80.23","","-2.29%"
"2014-11-3","82.11","82.11","82.11","82.11","","-5.22%"
"2014-10-31","86.63","86.63","86.63","86.63","","-0.03%"
"2014-10-30","86.66","86.66","86.66","86.66","","-0.10%"
"2014-10-29","86.75","86.75","86.75","86.75","","0.13%"
"2014-10-28","86.64","86.64","86.64","86.64","","0.13%"
"2014-10-27","86.53","86.53","86.53","86.53","","-0.09%"
"2014-10-24","86.61","86.61","86.61","86.61","","-0.09%"
"2014-10-23","86.69","86.69","86.69","86.69","","0.41%"
"2014-10-22","86.34","86.34","86.34","86.34","","-0.58%"
"2014-10-21","86.84","86.84","86.84","86.84","","0.00%"
"2014-10-20","86.84","86.84","86.84","86.84","","-0.33%"
"2014-10-17","87.13","87.13","87.13","87.13","","0.09%"
"2014-10-16","87.05","87.05","87.05","87.05","","1.12%"
"2014-10-15","86.09","86.09","86.09","86.09","","-1.23%"
"2014-10-14","87.16","87.16","87.16","87.16","","-2.42%"
"2014-10-13","89.32","89.32","89.32","89.32","","-0.37%"
"2014-10-10","89.65","89.65","89.65","89.65","","0.31%"
"2014-10-9","89.37","89.37","89.37","89.37","","-1.16%"
"2014-10-8","90.42","90.42","90.42","90.42","","-0.76%"
"2014-10-7","91.11","91.11","91.11","91.11","","-1.51%"
"2014-10-6","92.51","92.51","92.51","92.51","","1.26%"
"2014-10-3","91.36","91.36","91.36","91.36","","-0.91%"
"2014-10-2","92.20","92.20","92.20","92.20","","-0.84%"
"2014-10-1","92.98","92.98","92.98","92.98","","-3.62%"
"2014-9-30","96.47","96.47","96.47","96.47","","-0.02%"
"2014-9-29","96.49","96.49","96.49","96.49","","-0.01%"
"2014-9-26","96.50","96.50","96.50","96.50","","-0.04%"
"2014-9-25","96.54","96.54","96.54","96.54","","0.02%"
"2014-9-24","96.52","96.52","96.52","96.52","","0.04%"
"2014-9-23","96.48","96.48","96.48","96.48","","-0.02%"
"2014-9-22","96.50","96.50","96.50","96.50","","-0.44%"
"2014-9-19","96.93","96.93","96.93","96.93","","0.25%"
"2014-9-18","96.69","96.69","96.69","96.69","","-0.56%"
"2014-9-17","97.23","97.23","97.23","97.23","","-0.11%"
"2014-9-16","97.34","97.34","97.34","97.34","","0.28%"
"2014-9-15","97.07","97.07","97.07","97.07","","0.06%"
"2014-9-12","97.01","97.01","97.01","97.01","","-0.36%"
"2014-9-11","97.36","97.36","97.36","97.36","","0.14%"
"2014-9-10","97.22","97.22","97.22","97.22","","-0.79%"
"2014-9-9","97.99","97.99","97.99","97.99","","-0.46%"
"2014-9-8","98.44","98.44","98.44","98.44","","-0.37%"
"2014-9-5","98.81","98.81","98.81","98.81","","-0.93%"
"2014-9-4","99.74","99.74","99.74","99.74","","-1.18%"
"2014-9-3","100.93","100.93","100.93","100.93","","2.28%"
"2014-9-2","98.68","98.68","98.68","98.68","","-3.00%"
"2014-8-29","101.73","101.73","101.73","101.73","","-0.03%"
"2014-8-28","101.76","101.76","101.76","101.76","","-0.03%"
"2014-8-27","101.79","101.79","101.79","101.79","","0.12%"
"2014-8-26","101.67","101.67","101.67","101.67","","0.01%"
"2014-8-25","101.66","101.66","101.66","101.66","","0.09%"
"2014-8-22","101.57","101.57","101.57","101.57","","-0.21%"
"2014-8-21","101.78","101.78","101.78","101.78","","0.03%"
"2014-8-20","101.75","101.75","101.75","101.75","","0.16%"
"2014-8-19","101.59","101.59","101.59","101.59","","-0.02%"
"2014-8-18","101.61","101.61","101.61","101.61","","-0.81%"
"2014-8-15","102.44","102.44","102.44","102.44","","0.65%"
"2014-8-14","101.78","101.78","101.78","101.78","","-1.74%"
"2014-8-13","103.58","103.58","103.58","103.58","","0.73%"
"2014-8-12","102.83","102.83","102.83","102.83","","-0.70%"
"2014-8-11","103.55","103.55","103.55","103.55","","-0.06%"
"2014-8-8","103.61","103.61","103.61","103.61","","-0.30%"
"2014-8-7","103.92","103.92","103.92","103.92","","0.83%"
"2014-8-6","103.06","103.06","103.06","103.06","","-0.02%"
"2014-8-5","103.08","103.08","103.08","103.08","","-1.12%"
"2014-8-4","104.25","104.25","104.25","104.25","","0.78%"
"2014-8-1","103.44","103.44","103.44","103.44","","-2.55%"
"2014-7-31","106.15","106.15","106.15","106.15","","-0.05%"
"2014-7-30","106.20","106.20","106.20","106.20","","-0.09%"
"2014-7-29","106.30","106.30","106.30","106.30","","0.11%"
"2014-7-28","106.18","106.18","106.18","106.18","","-0.22%"
"2014-7-25","106.41","106.41","106.41","106.41","","0.24%"
"2014-7-24","106.16","106.16","106.16","106.16","","-0.19%"
"2014-7-23","106.36","106.36","106.36","106.36","","0.11%"
"2014-7-22","106.24","106.24","106.24","106.24","","0.02%"
"2014-7-21","106.22","106.22","106.22","106.22","","0.24%"
"2014-7-18","105.97","105.97","105.97","105.97","","-0.37%"
"2014-7-17","106.36","106.36","106.36","106.36","","0.40%"
"2014-7-16","105.94","105.94","105.94","105.94","","0.05%"
"2014-7-15","105.89","105.89","105.89","105.89","","-0.28%"
"2014-7-14","106.19","106.19","106.19","106.19","","0.38%"
"2014-7-11","105.79","105.79","105.79","105.79","","-1.00%"
